z,x1,x2
7.175000000000001,9.742885835549831,11.718033141687169
7.2,9.777796460641033,11.762269737151803
7.2250000000000005,9.812714344862387,11.806535687212001
7.25,9.84763949476416,11.85083106922841
7.275,9.882571916906445,11.89515596090206
7.300000000000001,9.917511617859272,11.939510440276493
7.325,9.952458604202505,11.98389458573983
7.3500000000000005,9.987412882525978,12.02830847602696
7.375,10.022374459429404,12.072752190221628
7.4,10.05734334152255,12.117225807758702
7.425000000000001,10.092319535425073,12.16172940842623
7.45,10.12730304776667,12.206263072367744
7.4750000000000005,10.162293885187072,12.250826880084452
7.5,10.197292054336069,12.295420912437457
7.525,10.23229756187349,12.34004525065003
7.550000000000001,10.267310414469236,12.384699976309896
7.575,10.302330618803367,12.42938517137149
7.6000000000000005,10.337358181566058,12.474100918158317
7.625,10.372393109457601,12.51884729936525
7.65,10.407435409188508,12.563624398060892
7.675000000000001,10.442485087479474,12.608432297689935
7.7,10.477542151061412,12.653271082075568
7.7250000000000005,10.512606606675437,12.698140835421857
7.75,10.54767846107299,12.743041642316198
7.775,10.582757721015785,12.787973587731756
7.800000000000001,10.617844393275789,12.832936757029927
7.825,10.652938484635321,12.87793123596282
7.8500000000000005,10.688040001887092,12.92295711067579
7.875,10.723148951834126,12.96801446770995
7.9,10.758265341289842,13.013103394004702
7.925000000000001,10.793389177078149,13.058223976900361
7.95,10.828520466033321,13.103376304140696
7.9750000000000005,10.863659215000123,13.148560463875583
8.0,10.898805430833765,13.19377654466358
